City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
133,Mulchen,-37.7167,-72.2333,44.69,86,59,3.56,CL,2022-01-19 07:38:39
134,Lagoa,39.05,-27.9833,60.69,90,92,24.05,PT,2022-01-19 07:38:39
135,Saldanha,-33.0117,17.9442,69.85,60,28,11.43,ZA,2022-01-19 07:38:39
136,Almaznyy,48.0448,40.045,24.94,90,43,9.06,RU,2022-01-19 07:38:40
137,Tremedal,-14.9758,-41.4108,61.83,91,0,2.46,BR,2022-01-19 07:38:40
138,Kaitangata,-46.2817,169.8464,55.92,80,100,10.96,NZ,2022-01-19 07:38:40
139,Newport,51.5877,-2.9984,47.86,89,100,9.64,GB,2022-01-19 07:37:01
140,Bathsheba,13.2167,-59.5167,77.61,73,40,16.11,BB,2022-01-19 07:39:41
141,Uglegorsk,49.0833,142.0333,13.26,84,96,15.84,RU,2022-01-19 07:39:42
142,Tiksi,71.6872,128.8694,1.4,68,100,17.49,RU,2022-01-19 07:33:18
143,Wote,-1.7808,37.6288,78.31,52,100,7.83,KE,2022-01-19 07:39:42
144,Nyrob,60.733,56.7202,24.91,97,100,5.06,RU,2022-01-19 07:39:43
145,Thompson,55.7435,-97.8558,-21.84,69,40,5.75,CA,2022-01-19 07:33:21
146,Chopinzinho,-25.8558,-52.5233,66.24,92,99,3.02,BR,2022-01-19 07:39:43
147,Northam,51.0333,-4.2167,48.56,92,100,11.1,GB,2022-01-19 07:39:43
148,Sosnovka,56.255,51.2842,29.17,96,100,10.49,RU,2022-01-19 07:39:44
149,Ndele,8.4109,20.6473,79.83,18,70,8.03,CF,2022-01-19 07:39:44
150,Mahebourg,-20.4081,57.7,87.26,74,75,10.36,MU,2022-01-19 07:39:44
151,Ciney,50.2945,5.1002,36.41,94,21,5.37,BE,2022-01-19 07:39:45
152,Arlit,18.7369,7.3853,57.88,26,0,5.97,NE,2022-01-19 07:39:45
153,Valparaiso,-33.0393,-71.6273,47.84,57,0,3.44,CL,2022-01-19 07:36:11
154,Bundaberg,-24.85,152.35,84.49,67,73,5.01,AU,2022-01-19 07:39:46
155,Atlantic City,39.3643,-74.4229,34.99,87,0,0.0,US,2022-01-19 07:39:46
156,Georgetown,5.4112,100.3354,91.33,62,20,1.99,MY,2022-01-19 07:39:19
157,Ghanzi,-21.5667,21.7833,81.28,44,100,12.66,BW,2022-01-19 07:39:46
158,Sinazongwe,-17.2614,27.4618,77.34,74,98,2.39,ZM,2022-01-19 07:39:47
159,Saint-Louis,16.3333,-15.0,69.44,11,37,12.48,SN,2022-01-19 07:39:47
160,Tawau,4.2498,117.8871,84.33,79,100,1.99,MY,2022-01-19 07:39:48
161,Lensk,60.7253,114.9278,7.74,95,100,4.83,RU,2022-01-19 07:39:48
162,Rumphi,-11.0186,33.8575,70.07,84,100,8.37,MW,2022-01-19 07:39:49
163,Kurilsk,45.2333,147.8833,26.51,70,93,18.66,RU,2022-01-19 07:39:49
164,Butaritari,3.0707,172.7902,81.82,81,90,18.25,KI,2022-01-19 07:34:38
165,Fortuna,40.5982,-124.1573,48.33,95,75,5.75,US,2022-01-19 07:35:47
166,Xining,36.6167,101.7667,39.04,11,0,2.28,CN,2022-01-19 07:39:49
167,Tuatapere,-46.1333,167.6833,55.81,62,56,14.94,NZ,2022-01-19 07:39:50
168,Aklavik,68.2191,-135.0107,-17.57,97,100,4.7,CA,2022-01-19 07:33:19
169,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.8,75,9,4.88,BR,2022-01-19 07:39:50
170,Abatskoye,56.2875,70.4555,13.6,91,62,10.33,RU,2022-01-19 07:39:51
171,Hamilton,39.1834,-84.5333,40.41,81,0,3.0,US,2022-01-19 07:39:51
172,Alba Iulia,46.0667,23.5833,27.54,78,52,3.18,RO,2022-01-19 07:39:51
173,Coquimbo,-29.9533,-71.3436,58.73,82,0,2.3,CL,2022-01-19 07:39:27
174,Bunbury,-33.3333,115.6333,104.81,38,1,12.5,AU,2022-01-19 07:39:52
175,Santa Maria,-29.6842,-53.8069,73.49,69,84,4.05,BR,2022-01-19 07:39:52
176,Ostrovnoy,68.0531,39.5131,26.76,89,100,28.66,RU,2022-01-19 07:39:53
177,Puerto Ayora,-0.7393,-90.3518,71.83,90,68,4.97,EC,2022-01-19 07:35:42
178,Castro,-24.7911,-50.0119,62.44,97,36,2.51,BR,2022-01-19 07:34:36
179,Tura,25.5198,90.2201,74.17,36,15,5.08,IN,2022-01-19 07:34:32
180,Necochea,-38.5473,-58.7368,63.03,92,100,17.34,AR,2022-01-19 07:39:53
181,Klyuchi,52.2667,79.1667,12.65,94,77,4.32,RU,2022-01-19 07:40:54
182,Hovd,48.0056,91.6419,12.78,81,99,2.73,MN,2022-01-19 07:40:54
183,Port Lincoln,-34.7333,135.8667,69.3,60,5,15.3,AU,2022-01-19 07:40:54
184,Kahului,20.8947,-156.47,74.84,81,20,4.61,US,2022-01-19 07:40:55
185,Banamba,13.55,-7.45,62.76,14,0,10.02,ML,2022-01-19 07:40:55
186,Cabedelo,-6.9811,-34.8339,74.07,64,67,8.21,BR,2022-01-19 07:40:55
187,La Ronge,55.1001,-105.2842,-21.75,69,0,6.91,CA,2022-01-19 07:40:56
188,Asau,46.4333,26.4,30.4,65,20,5.57,RO,2022-01-19 07:40:56
189,Georgiyevskaya,44.1114,43.4922,30.29,85,100,12.19,RU,2022-01-19 07:40:56
190,Bengkulu,-3.8004,102.2655,75.9,91,100,8.12,ID,2022-01-19 07:34:31
191,Kargopol,61.5071,38.9456,15.48,90,100,9.44,RU,2022-01-19 07:40:57
192,Okha,53.5739,142.9478,-2.65,96,97,20.54,RU,2022-01-19 07:40:57
193,Artesia,33.8658,-118.0831,59.92,92,100,1.01,US,2022-01-19 07:40:58
194,Alice Springs,-23.7,133.8833,88.21,50,40,4.0,AU,2022-01-19 07:40:58
195,Cidreira,-30.1811,-50.2056,75.31,89,32,8.08,BR,2022-01-19 07:34:31
196,Ewa Beach,21.3156,-158.0072,71.55,80,0,4.0,US,2022-01-19 07:40:58
197,Juneau,58.3019,-134.4197,27.21,97,100,5.32,US,2022-01-19 07:40:59
198,Tasiilaq,65.6145,-37.6368,19.56,69,100,4.88,GL,2022-01-19 07:33:25
199,Codrington,-38.2667,141.9667,70.88,56,0,23.15,AU,2022-01-19 07:40:59
200,Belyy Yar,53.6039,91.3903,22.89,92,0,4.47,RU,2022-01-19 07:40:59
201,Luwuk,-0.9516,122.7875,82.78,82,91,1.01,ID,2022-01-19 07:41:00
202,Kirkwall,58.9848,-2.9587,42.85,65,40,25.32,GB,2022-01-19 07:41:00
203,Aberystwyth,52.4155,-4.0829,50.67,97,85,12.3,GB,2022-01-19 07:41:00
204,Meulaboh,4.1363,96.1285,80.49,77,92,5.19,ID,2022-01-19 07:38:05
205,Paamiut,61.994,-49.6678,35.85,77,100,57.29,GL,2022-01-19 07:41:01
206,La Baule-Escoublac,47.2922,-2.364,45.0,90,100,2.3,FR,2022-01-19 07:41:01
207,Salalah,17.0151,54.0924,80.69,65,40,6.91,OM,2022-01-19 07:41:02
208,Bulgan,48.8125,103.5347,16.3,85,100,2.33,MN,2022-01-19 07:41:02
209,Tazovskiy,67.4667,78.7,-6.56,99,99,4.63,RU,2022-01-19 07:41:02
210,Buraydah,26.326,43.975,50.45,33,0,5.12,SA,2022-01-19 07:41:03
211,Manubul,5.4732,120.7986,81.41,76,44,2.89,PH,2022-01-19 07:41:03
212,Rivadavia,-33.1905,-68.4608,55.87,78,4,4.18,AR,2022-01-19 07:41:03
213,Copiapo,-27.3667,-70.3333,63.52,80,0,1.83,CL,2022-01-19 07:41:04
214,Nishihara,26.1842,127.7558,63.68,54,100,11.5,JP,2022-01-19 07:41:04
215,Inuvik,68.3499,-133.7218,-13.79,76,100,0.0,CA,2022-01-19 07:36:12
216,Hami,42.8,93.45,33.26,30,21,5.3,CN,2022-01-19 07:41:04
217,Shache,38.4167,77.2406,38.82,22,65,3.27,CN,2022-01-19 07:34:40
218,Dudinka,69.4058,86.1778,1.94,96,100,11.9,RU,2022-01-19 07:41:05
219,Glenluce,54.8798,-4.8084,45.28,80,11,22.62,GB,2022-01-19 07:41:05
220,Dunedin,-45.8742,170.5036,53.8,90,100,8.99,NZ,2022-01-19 07:37:43
221,Escada,-8.3592,-35.2236,79.54,85,3,1.41,BR,2022-01-19 07:41:06
222,Port Blair,11.6667,92.75,86.04,62,40,10.36,IN,2022-01-19 07:41:06
223,Santa Lucia,27.9117,-15.5407,56.77,63,0,4.61,ES,2022-01-19 07:41:06
224,Bonfim,3.0833,-59.95,76.01,57,75,7.2,BR,2022-01-19 07:34:31
225,Ulaangom,49.9811,92.0667,1.13,92,45,2.35,MN,2022-01-19 07:42:07
226,San Cristobal,7.7669,-72.225,64.83,89,38,1.14,VE,2022-01-19 07:42:07
227,Iqaluit,63.7506,-68.5145,-16.31,75,100,17.0,CA,2022-01-19 07:42:08
228,Annau,37.8876,58.516,40.5,81,75,11.5,TM,2022-01-19 07:42:08
229,Novyy Urengoy,66.0833,76.6333,-12.77,100,83,4.05,RU,2022-01-19 07:42:08
230,Kundiawa,-6.0167,144.9667,67.44,97,100,2.89,PG,2022-01-19 07:42:09
231,Mangrol,21.1167,70.1167,80.76,33,55,7.76,IN,2022-01-19 07:42:09
232,Ambilobe,-13.2,49.05,88.54,58,80,9.75,MG,2022-01-19 07:42:09
233,Atambua,-9.1061,124.8925,74.07,92,100,3.58,ID,2022-01-19 07:34:37
234,Beloha,-25.1667,45.05,84.65,42,4,10.78,MG,2022-01-19 07:42:10
235,Ust-Tarka,55.5672,75.705,9.72,91,24,8.99,RU,2022-01-19 07:42:10
236,Fuerte Olimpo,-21.0415,-57.8738,77.72,62,16,4.52,PY,2022-01-19 07:42:10
237,Shellbrook,53.2168,-106.4011,-20.97,95,6,9.71,CA,2022-01-19 07:42:11
238,Kysyl-Syr,63.8986,122.7617,-14.17,90,100,7.07,RU,2022-01-19 07:42:11
239,Plettenberg Bay,-34.0527,23.3716,70.11,63,3,5.55,ZA,2022-01-19 07:34:41
240,Punta Alta,-38.8759,-62.0736,62.31,92,100,16.96,AR,2022-01-19 07:42:11
241,Guerrero Negro,27.9769,-114.0611,60.28,90,43,8.03,MX,2022-01-19 07:41:51
242,Luorong,24.4058,109.6086,64.09,49,100,5.12,CN,2022-01-19 07:42:12
243,Lompoc,34.6391,-120.4579,54.93,87,100,0.0,US,2022-01-19 07:40:44
244,Daru,-9.0763,143.2092,80.71,85,100,6.06,PG,2022-01-19 07:42:12
245,Tukrah,32.5341,20.5791,57.22,63,84,11.34,LY,2022-01-19 07:42:13
246,Leningradskiy,69.3833,178.4167,-32.03,96,28,4.81,RU,2022-01-19 07:42:13
247,Jalu,29.0331,21.5482,54.68,74,0,8.37,LY,2022-01-19 07:35:44
248,Saint-Pierre,-21.3393,55.4781,89.19,74,75,9.22,RE,2022-01-19 07:42:13
249,Teahupoo,-17.8333,-149.2667,73.36,73,100,10.54,PF,2022-01-19 07:42:14
250,Bredasdorp,-34.5322,20.0403,70.92,46,33,4.61,ZA,2022-01-19 07:34:34
251,Yelniki,54.6207,43.876,13.77,94,84,6.71,RU,2022-01-19 07:42:14
252,Antofagasta,-23.65,-70.4,63.68,85,39,3.51,CL,2022-01-19 07:31:28
253,Vysokogornyy,50.1167,139.15,-8.09,100,96,3.06,RU,2022-01-19 07:42:14
254,Merrill,45.1805,-89.6835,26.37,68,100,18.41,US,2022-01-19 07:42:15
255,Severo-Kurilsk,50.6789,156.125,27.73,79,96,8.7,RU,2022-01-19 07:35:44
256,Klaksvik,62.2266,-6.589,34.72,90,100,23.71,FO,2022-01-19 07:42:15
257,Catalao,-18.1658,-47.9464,64.47,91,84,3.6,BR,2022-01-19 07:42:15
258,Port-Gentil,-0.7193,8.7815,79.0,81,99,6.58,GA,2022-01-19 07:42:16
259,Cananea,30.95,-110.3,44.74,83,18,4.32,MX,2022-01-19 07:42:16
260,Charleston,32.7766,-79.9309,33.98,93,0,0.0,US,2022-01-19 07:40:36
261,Sao Filipe,14.8961,-24.4956,72.45,78,41,7.16,CV,2022-01-19 07:42:16
262,Berlevag,70.8578,29.0864,35.4,80,0,19.57,NO,2022-01-19 07:33:24
263,Waingapu,-9.6567,120.2641,77.92,72,100,4.27,ID,2022-01-19 07:42:17
264,Deyang,31.1302,104.382,56.5,49,80,2.98,CN,2022-01-19 07:42:17
265,Synya,65.3718,58.0387,12.09,94,100,8.12,RU,2022-01-19 07:42:18
266,Half Moon Bay,37.4636,-122.4286,51.35,91,100,0.0,US,2022-01-19 07:41:27
267,Landau,49.2075,8.1133,37.78,89,9,4.61,DE,2022-01-19 07:42:18
268,Puerto Narino,-3.7703,-70.3831,76.95,98,100,2.44,CO,2022-01-19 07:42:18
269,Vallenar,-28.5708,-70.7581,64.18,68,1,3.02,CL,2022-01-19 07:42:19
270,Zhanaozen,43.3,52.8,36.55,61,100,26.04,KZ,2022-01-19 07:42:19
271,Namatanai,-3.6667,152.4333,80.83,81,100,13.4,PG,2022-01-19 07:42:19
272,Seymchan,62.8833,152.4333,-44.95,100,73,0.58,RU,2022-01-19 07:42:20
273,Bartica,6.4,-58.6167,68.32,99,22,0.87,GY,2022-01-19 07:42:20
274,Coahuayana,18.7333,-103.6833,68.45,93,10,4.12,MX,2022-01-19 07:43:20
275,Kpandae,8.4689,-0.0113,75.88,16,0,10.56,GH,2022-01-19 07:43:21
276,Sitka,57.0531,-135.33,37.29,65,75,11.5,US,2022-01-19 07:43:21
277,Itaituba,-4.2761,-55.9836,72.41,99,99,2.04,BR,2022-01-19 07:43:21
278,Panguna,-6.3164,155.4848,70.79,97,100,2.17,PG,2022-01-19 07:43:22
279,Kodiak,57.79,-152.4072,35.11,87,100,12.66,US,2022-01-19 07:41:04
280,Kruisfontein,-34.0033,24.7314,71.89,51,35,5.12,ZA,2022-01-19 07:43:22
281,Komsomolskiy,40.4272,71.7189,45.32,76,75,18.41,UZ,2022-01-19 07:43:23
282,Deputatskiy,69.3,139.9,-21.86,73,99,2.84,RU,2022-01-19 07:35:45
283,Preobrazheniye,42.9019,133.9064,20.86,57,100,5.41,RU,2022-01-19 07:43:23
284,Zhigansk,66.7697,123.3711,-20.96,92,100,17.81,RU,2022-01-19 07:43:23
285,Santiago Del Estero,-27.7951,-64.2615,63.9,96,100,9.1,AR,2022-01-19 07:41:29
286,College,64.8569,-147.8028,8.91,81,75,0.0,US,2022-01-19 07:43:24
287,Helsingborg,56.0467,12.6944,38.01,94,100,17.29,SE,2022-01-19 07:43:24
288,Warrnambool,-38.3833,142.4833,73.81,59,0,23.26,AU,2022-01-19 07:43:24
289,Palora,-1.7,-77.9333,62.89,96,100,3.06,EC,2022-01-19 07:43:25
290,Bethel,41.3712,-73.414,23.67,79,0,0.0,US,2022-01-19 07:43:25
291,Esperance,-33.8667,121.9,89.44,51,0,24.87,AU,2022-01-19 07:43:25
